ASX Code,Company Name,Item,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
PRK,Patrick Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , ,"-27,012,000.00","11,911,000.00","32,459,000.00","10,157,000.00","4,654,000.00","826,000.00","-63,446,000.00","36,190,000.00","57,863,000.00","69,805,000.00","102,425,000.00","152,328,000.00","217,103,000.00","188,872,000.00", , , , , , , , , , 
PRK,Patrick Corporation Limited,Annual Balance Sheet - Total Equity, , ,"126,418,000.00","135,017,000.00","178,474,000.00","176,747,000.00","170,940,000.00","230,907,000.00","192,372,992.00","231,335,000.00","467,893,000.00","920,137,000.00","1,279,605,000.00","1,394,115,000.00","1,970,397,000.00","2,447,792,000.00", , , , , , , , , , 
PRK,Patrick Corporation Limited,Annual Balance Sheet - Total Assets, , ,"162,313,000.00","176,153,000.00","195,807,000.00","181,349,000.00","175,702,000.00","584,326,008.00","518,865,008.00","509,985,016.00","754,130,000.00","1,276,900,000.00","1,834,407,000.00","2,178,815,000.00","2,491,452,000.00","4,677,167,000.00", , , , , , , , , , 
PSN,Peninsular & Oriental Steam Navigation Company,Annual Ratio Analysis - ROE,9.77%,5.29%,5.29%,4.39%,8.43%,7.78%,7.89%,11.07%,10.72%,11.92%,3.90%,6.76%,-13.14%,5.60%,5.58%, , , , , , , , , , , 
PSN,Peninsular & Oriental Steam Navigation Company,Annual Profit and Loss - Operating Revenue,"12,590,999,552.00","12,032,420,864.00","12,151,422,976.00","12,498,454,528.00","12,021,071,872.00","13,648,182,272.00","15,054,777,344.00","15,030,733,824.00","16,038,339,061.00","15,159,584,980.00","6,899,057,873.00","7,117,964,752.00","7,576,727,066.00","9,826,407,029.00","7,562,206,282.00", , , , , , , , , , , 
PSN,Peninsular & Oriental Steam Navigation Company,Annual Profit and Loss - Reported NPAT After Abnorma,"470,249,984.00","438,820,192.00","420,037,792.00","866,093,184.00","476,419,840.00","439,460,032.00","482,802,560.00","864,617,728.00","861,914,562.00","1,027,420,948.00","212,651,413.00","364,411,597.00","-484,711,211.00","140,584,184.00","-582,240,910.00", , , , , , , , , , , 
PSN,Peninsular & Oriental Steam Navigation Company,Annual Balance Sheet - Total Equity,"4,818,749,952.00","5,951,591,124.00","5,254,099,288.00","5,784,155,992.00","5,377,282,780.00","5,579,231,560.00","6,002,547,868.00","7,724,155,236.00","8,105,578,025.00","8,541,254,940.00","4,667,294,751.00","4,798,465,036.00","3,789,354,473.00","3,226,074,566.00","4,941,132,822.00", , , , , , , , , , , 
PSN,Peninsular & Oriental Steam Navigation Company,Annual Balance Sheet - Total Assets,"12,062,000,000.00","13,064,114,540.00","13,405,162,176.00","14,658,660,040.00","13,121,613,245.00","15,072,274,071.00","13,460,933,890.00","16,347,726,612.00","17,478,661,508.00","15,700,592,885.00","10,348,586,810.00","10,978,681,068.00","10,138,731,596.00","8,930,657,800.00","7,193,420,727.00", , , , , , , , , , , 
QAN,Qantas Airways Limited,Annual Ratio Analysis - ROE, , , , ,9.53%,7.91%,10.11%,10.11%,10.30%,12.51%,15.21%,8.99%,10.24%,9.29%,11.13%,11.08%,9.16%,12.69%,12.95%,2.50%,2.88%,4.26%,3.38%,3.73%,17.02%,20.45%
QAN,Qantas Airways Limited,Annual Profit and Loss - Operating Revenue, , , , ,"6,520,500,000.00","7,162,900,000.00","7,578,400,000.00","7,802,100,224.00","8,113,699,840.00","8,430,799,872.00","9,072,100,000.00","10,127,300,000.00","11,322,600,000.00","11,374,600,000.00","11,353,700,000.00","12,563,900,000.00","13,643,400,000.00","15,165,700,000.00","15,748,800,000.00","14,552,000,000.00","13,312,000,000.00","14,367,000,000.00","14,913,000,000.00","15,902,000,000.00","15,155,000,000.00","15,532,000,000.00"
QAN,Qantas Airways Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"156,100,000.00","180,300,000.00","246,700,000.00","252,700,000.00","305,000,000.00","420,900,000.00","517,900,000.00","419,700,000.00","429,300,000.00","346,600,000.00","648,800,000.00","764,400,000.00","480,000,000.00","719,600,000.00","969,700,000.00","123,000,000.00","116,000,000.00","249,000,000.00","-244,000,000.00","6,000,000.00","-2,843,000,000.00","560,000,000.00"
QAN,Qantas Airways Limited,Annual Balance Sheet - Total Equity, , , , ,"2,166,300,000.00","2,277,900,000.00","2,436,600,000.00","2,671,000,000.00","2,962,400,000.00","3,059,899,968.00","2,864,400,000.00","3,315,900,000.00","4,253,500,000.00","5,262,100,000.00","5,840,300,000.00","6,426,900,000.00","6,081,100,000.00","6,195,000,000.00","5,734,900,000.00","5,765,000,000.00","5,981,000,000.00","6,151,000,000.00","5,889,000,000.00","5,954,000,000.00","2,866,000,000.00","3,447,000,000.00"
QAN,Qantas Airways Limited,Annual Balance Sheet - Total Assets, , , , ,"8,211,800,000.00","8,928,500,000.00","9,221,600,000.00","9,912,000,000.00","10,358,800,000.00","11,226,600,000.00","12,007,100,000.00","12,513,600,000.00","14,801,500,000.00","16,973,800,000.00","17,574,200,000.00","18,134,400,000.00","19,183,300,000.00","19,605,700,000.00","19,700,100,000.00","20,049,000,000.00","19,910,000,000.00","20,858,000,000.00","21,178,000,000.00","20,200,000,000.00","17,318,000,000.00","17,530,000,000.00"
QUB,Qube Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , ,3.40%,12.13%,3.78%,0.57%,-0.68%,6.87%,8.06%,6.51%,11.39%
QUB,Qube Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , ,0.00,"11,000.00","4,000.00","30,000.00","190,919,000.00","776,818,000.00","1,027,212,000.00","1,173,677,000.00","1,393,348,000.00"
QUB,Qube Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , ,"6,712,000.00","26,354,000.00","-12,534,000.00","24,324,000.00","65,459,000.00","-1,470,000.00","81,070,000.00","93,331,000.00","95,881,000.00"
QUB,Qube Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , ,"197,203,000.00","217,215,000.00","197,427,000.00","443,971,000.00","686,387,000.00","1,091,240,000.00","1,142,083,000.00","1,445,346,000.00","1,488,330,000.00"
QUB,Qube Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"205,141,000.00","247,875,000.00","226,186,000.00","498,547,000.00","880,770,000.00","1,720,898,000.00","1,840,918,000.00","2,062,698,000.00","2,302,398,000.00"
RCY,Rivercity Motorway Group,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , ,0.00%,2.43%,4.63%,-12.68%,8.16%, , , , , 
RCY,Rivercity Motorway Group,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , ,--,0.00,0.00,"616,283,000.00","534,778,000.00", , , , , 
RCY,Rivercity Motorway Group,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , ,0.00,"19,264,000.00","37,650,000.00","-97,074,000.00","-1,672,339,000.00", , , , , 
RCY,Rivercity Motorway Group,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , ,"813,000,000.00","791,537,000.00","813,780,000.00","716,706,000.00","-955,633,000.00", , , , , 
RCY,Rivercity Motorway Group,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"2,232,000,000.00","1,201,339,000.00","1,346,751,000.00","2,003,080,000.00","456,923,000.00", , , , , 
REX,Regional Express Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,22.86%,22.52%,21.61%,15.59%,11.47%,10.43%,13.75%,6.70%,4.12%,3.42%
REX,Regional Express Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , ,--,"169,710,000.00","223,818,000.00","260,737,000.00","245,665,000.00","230,223,000.00","238,488,000.00","271,264,000.00","253,253,000.00","241,849,000.00","244,935,000.00"
REX,Regional Express Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00,"15,724,000.00","23,627,000.00","24,343,000.00","22,982,000.00","24,627,000.00","17,593,000.00","25,497,000.00","14,018,000.00","7,725,000.00","6,672,000.00"
REX,Regional Express Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"50,900,000.00","68,796,000.00","102,468,000.00","112,653,000.00","125,409,000.00","150,623,000.00","160,767,000.00","176,699,000.00","180,941,000.00","189,101,000.00","194,841,000.00"
REX,Regional Express Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , ,"78,000,000.00","100,300,000.00","157,473,000.00","164,383,000.00","170,741,000.00","218,783,000.00","239,569,000.00","259,571,000.00","260,029,000.00","289,225,000.00","280,931,000.00"
RIS,Richfield International Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , ,0.00%,4.78%,3.77%,3.71%,0.57%,-1.96%,1.27%,2.06%,6.39%,8.61%,9.59%
RIS,Richfield International Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , ,--,"9,373,502.00","13,441,864.00","11,591,172.00","9,879,346.00","6,896,803.00","6,504,915.00","5,996,490.00","3,605,645.00","3,058,763.00","3,510,654.00"
RIS,Richfield International Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , ,0.00,"705,814.00","452,721.00","520,670.00","71,471.00","-248,093.00","162,125.00","271,995.00","964,725.00","1,462,216.00","1,857,936.00"
RIS,Richfield International Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , ,"11,235,677.00","11,802,485.00","11,996,442.00","14,036,556.00","12,511,275.00","12,684,824.00","12,764,905.00","13,199,912.00","15,090,104.00","16,977,308.00","19,374,227.00"
RIS,Richfield International Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , ,"21,448,223.00","14,847,468.00","15,569,787.00","18,453,118.00","15,448,124.00","16,144,430.00","17,332,997.00","17,119,186.00","18,057,185.00","19,043,336.00","20,388,151.00"
SAKHA,Southern Cross Airports Corporation Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , ,0.00%, , , , , , 
SAKHA,Southern Cross Airports Corporation Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , ,--, , , , , , 
SAKHA,Southern Cross Airports Corporation Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , ,0.00, , , , , , 
SAKHA,Southern Cross Airports Corporation Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , ,"-729,557,000.00", , , , , , 
SAKHA,Southern Cross Airports Corporation Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , ,"7,311,256,000.00", , , , , , 
SCC,Scott Corporation Limited,Annual Ratio Analysis - ROE, , , ,25.19%,4.52%,1.79%,-4.91%,5.48%,8.87%,9.68%,-10.92%,-63.75%,25.40%,16.26%,12.17%,2.57%,4.62%,14.83%,13.24%,7.84%,17.53%,11.74%,10.84%,12.85%, , 
SCC,Scott Corporation Limited,Annual Profit and Loss - Operating Revenue, , , ,"32,840,000.00","81,824,000.00","103,474,000.00","97,843,000.00","95,564,000.00","101,060,000.00","130,518,000.00","137,138,000.00","127,549,000.00","124,844,000.00","123,674,000.00","116,034,000.00","117,896,000.00","119,352,000.00","124,976,000.00","139,571,000.00","142,783,000.00","159,407,000.00","158,110,000.00","170,201,000.00","185,108,000.00", , 
SCC,Scott Corporation Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , ,"1,071,000.00","1,348,000.00","-961,000.00","-557,000.00","1,149,000.00","1,893,000.00","2,545,000.00","-8,611,000.00","-10,048,000.00","1,323,000.00","862,000.00","254,000.00","3,422,000.00","718,000.00","2,668,000.00","2,718,000.00","1,739,000.00","4,653,000.00","3,337,000.00","3,363,000.00","4,333,000.00", , 
SCC,Scott Corporation Limited,Annual Balance Sheet - Total Equity, , , ,"4,251,000.00","19,525,000.00","19,338,000.00","18,781,000.00","19,372,000.00","20,474,000.00","26,292,000.00","18,171,000.00","8,122,000.00","9,446,000.00","10,342,000.00","10,638,000.00","14,060,000.00","15,539,000.00","17,993,000.00","20,521,000.00","22,167,000.00","26,543,000.00","28,435,000.00","31,038,000.00","33,709,000.00", , 
SCC,Scott Corporation Limited,Annual Balance Sheet - Total Assets, , , ,"20,829,000.00","45,578,000.00","42,671,000.00","39,470,000.00","37,286,000.00","39,501,000.00","71,741,000.00","66,020,000.00","54,087,000.00","50,704,000.00","58,082,000.00","59,536,000.00","53,448,000.00","49,814,000.00","52,782,000.00","61,006,000.00","62,548,000.00","71,087,000.00","80,077,000.00","84,671,000.00","109,202,000.00", , 
SKW,Skywest Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,9.61%, , , , , , , , , , 
SKW,Skywest Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , ,--,"73,005,192.00", , , , , , , , , , 
SKW,Skywest Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"1,030,149.00", , , , , , , , , , 
SKW,Skywest Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"10,740,000.00","17,525,817.00", , , , , , , , , , 
SKW,Skywest Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"29,640,000.00","38,866,061.00", , , , , , , , , , 
SXR,Skywest Airlines Ltd,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , , , , , , , ,15.52%,14.01%,9.01%, , , 
SXR,Skywest Airlines Ltd,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , , , , , , , , , ,"180,548,446.00","181,817,602.00","342,877,632.00", , , 
SXR,Skywest Airlines Ltd,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , , , , , , , ,"7,733,565.00","7,459,257.00","5,500,083.00", , , 
SXR,Skywest Airlines Ltd,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , , , , , , , ,"49,827,050.00","53,239,575.00","61,075,438.00", , , 
SXR,Skywest Airlines Ltd,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"107,937,253.00","107,604,678.00","143,738,708.00", , , 
SYD,Sydney Airport,Annual Ratio Analysis - ROE, , , , , , , , , , , ,0.00%,2.97%,16.50%,23.49%,22.61%,18.35%,23.71%,12.68%,-4.04%,2.04%,5.30%,8.75%,1.68%,3.91%,21.45%
SYD,Sydney Airport,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , ,--,0.00,"273,000.00",0.00,"1,412,091,000.00","644,258,000.00","1,397,576,000.00","1,991,285,000.00","853,398,000.00","930,624,000.00","1,041,012,000.00","1,037,900,000.00","1,124,800,000.00","1,157,400,000.00","1,222,000,000.00"
SYD,Sydney Airport,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , ,0.00,"55,715,000.00","381,731,000.00","1,093,019,000.00","755,569,000.00","731,824,000.00","1,530,655,000.00","2,239,562,000.00","-615,077,000.00","51,751,000.00","-279,434,000.00","158,100,000.00","47,100,000.00","57,200,000.00","281,100,000.00"
SYD,Sydney Airport,Annual Balance Sheet - Total Equity, , , , , , , , , , , ,"473,900,000.00","1,835,982,000.00","2,301,247,000.00","4,472,942,000.00","5,828,377,000.00","5,022,576,000.00","7,050,202,000.00","6,552,412,000.00","6,044,523,000.00","5,393,571,000.00","2,432,752,000.00","2,124,800,000.00","3,657,200,000.00","1,514,900,000.00","1,315,000,000.00"
SYD,Sydney Airport,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"473,900,000.00","1,880,156,000.00","2,422,695,000.00","5,678,770,000.00","9,548,226,000.00","16,926,540,000.00","24,189,351,000.00","17,533,488,000.00","14,894,913,000.00","14,325,635,000.00","12,134,535,000.00","10,971,800,000.00","12,898,800,000.00","11,328,800,000.00","12,051,000,000.00"
TCL,Transurban Group,Annual Ratio Analysis - ROE, , , , , , ,0.00%,0.00%,0.00%,0.00%,-69.93%,-95.90%,-3.25%,-4.28%,-3.35%,-2.64%,-2.47%,-3.39%,-4.31%,-0.70%,1.53%,3.03%,1.58%,5.05%,4.72%,4.95%
TCL,Transurban Group,Annual Profit and Loss - Operating Revenue, , , , , , ,--,--,--,--,"31,990,000.00","143,129,000.00","114,916,000.00","237,804,000.00","257,909,000.00","314,553,000.00","407,337,000.00","497,834,000.00","654,056,000.00","819,267,000.00","863,991,000.00","1,019,232,000.00","1,132,454,000.00","1,152,438,000.00","1,111,000,000.00","1,860,000,000.00"
TCL,Transurban Group,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , ,0.00,0.00,0.00,0.00,"-163,358,000.00","-114,354,000.00","-67,165,000.00","-83,578,000.00","-61,490,000.00","-87,837,000.00","-60,900,000.00","-152,184,000.00","-140,448,000.00","-16,134,000.00","59,605,000.00","118,158,000.00","58,558,000.00","174,541,000.00","252,000,000.00","-373,000,000.00"
TCL,Transurban Group,Annual Balance Sheet - Total Equity, , , , , , ,"440,540,000.00","394,791,000.00","349,291,008.00","303,791,008.00","233,601,000.00","119,247,000.00","2,068,460,000.00","1,952,463,000.00","1,837,189,000.00","3,328,367,000.00","2,462,151,000.00","4,016,852,000.00","4,074,591,000.00","3,841,136,000.00","4,176,509,000.00","3,992,351,000.00","3,487,125,000.00","3,364,976,000.00","5,962,000,000.00","5,996,000,000.00"
TCL,Transurban Group,Annual Balance Sheet - Total Assets, , , , , , ,"825,632,000.00","806,723,000.00","953,943,992.00","1,833,966,024.00","1,991,168,000.00","1,962,807,000.00","4,030,264,000.00","4,354,772,000.00","4,375,731,000.00","6,815,071,000.00","7,704,049,000.00","11,620,148,000.00","10,590,108,000.00","10,264,686,000.00","10,081,322,000.00","10,403,530,000.00","9,901,917,000.00","10,071,626,000.00","14,868,000,000.00","21,239,000,000.00"
TOL,Toll Holdings Limited,Annual Ratio Analysis - ROE, , , , ,19.42%,15.64%,8.57%,11.51%,11.14%,20.56%,25.52%,24.98%,18.48%,16.89%,15.22%,16.70%,4.47%,6.81%,12.15%,11.65%,10.32%,10.03%,9.81%,10.30%,10.74%, 
TOL,Toll Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , ,"118,529,000.00","178,709,000.00","234,297,000.00","469,998,016.00","854,440,000.00","1,295,855,000.00","1,360,098,000.00","1,602,798,000.00","2,037,996,000.00","2,570,133,000.00","3,271,929,000.00","3,798,363,000.00","4,894,000,000.00","7,469,600,000.00","5,593,700,000.00","6,485,300,000.00","6,958,500,000.00","8,236,600,000.00","8,707,200,000.00","8,719,400,000.00","8,811,200,000.00", 
TOL,Toll Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"6,266,000.00","5,635,000.00","5,374,000.00","9,100,000.00","14,938,000.00","30,510,000.00","40,667,000.00","49,601,000.00","74,681,000.00","107,158,000.00","173,431,000.00","234,402,000.00","266,000,000.00","1,365,800,000.00","-690,800,000.00","275,200,000.00","284,400,000.00","294,800,000.00","70,900,000.00","91,700,000.00","293,100,000.00", 
TOL,Toll Holdings Limited,Annual Balance Sheet - Total Equity, , , , ,"32,480,000.00","35,353,000.00","38,331,000.00","61,749,000.00","109,932,000.00","126,371,000.00","158,651,000.00","197,693,000.00","402,754,000.00","630,774,000.00","1,094,380,000.00","1,312,160,000.00","6,019,000,000.00","3,621,300,000.00","2,103,100,000.00","2,599,900,000.00","2,727,000,000.00","2,803,600,000.00","2,746,400,000.00","2,696,400,000.00","2,732,700,000.00", 
TOL,Toll Holdings Limited,Annual Balance Sheet - Total Assets, , , , ,"66,814,000.00","77,265,000.00","137,058,000.00","149,611,000.00","342,684,992.00","346,399,000.00","403,273,000.00","698,742,000.00","1,149,757,000.00","1,437,201,000.00","2,174,869,000.00","2,482,253,000.00","14,670,000,000.00","7,616,100,000.00","4,840,400,000.00","5,009,700,000.00","5,692,300,000.00","5,850,500,000.00","6,040,900,000.00","5,974,600,000.00","5,901,900,000.00", 
TTI,Traffic Technologies Ltd,Annual Ratio Analysis - ROE, , , , , , , , ,-26.84%,-65.74%,-46.58%,278.97%,2.44%,189.87%,"-1,277.06%",-17.20%,-1.69%,0.41%,-45.23%,-17.42%,-10.89%,4.69%,9.29%,13.19%,-4.05%,1.43%
TTI,Traffic Technologies Ltd,Annual Profit and Loss - Operating Revenue, , , , , , , , ,"2,094,088.00","7,279,974.00","11,512,222.00","5,743,000.00",0.00,"12,201.00","114,692.00","18,839,490.00","57,479,578.00","92,920,215.00","94,860,000.00","88,188,000.00","47,729,000.00","49,660,000.00","53,021,000.00","45,205,000.00","40,064,000.00","46,228,000.00"
TTI,Traffic Technologies Ltd,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , ,"-1,848,984.00","-3,528,427.00","-9,377,122.00","-24,515,000.00","-101,000.00","4,056,877.00","-391,763.00","-937,002.00","-913,296.00","152,654.00","-16,217,000.00","-4,954,000.00","-254,000.00","582,000.00","1,709,000.00","3,092,000.00","-1,172,000.00","420,000.00"
TTI,Traffic Technologies Ltd,Annual Balance Sheet - Total Equity, , , , , , , , ,"6,890,078.00","5,367,501.00","20,131,362.00","-4,033,000.00","-4,134,000.00","-77,560.00","30,677.00","5,448,389.00","19,514,956.00","36,903,096.00","22,644,000.00","17,703,000.00","18,057,000.00","18,639,000.00","20,348,000.00","23,440,000.00","28,918,000.00","29,338,000.00"
TTI,Traffic Technologies Ltd,Annual Balance Sheet - Total Assets, , , , , , , , ,"8,781,621.00","11,535,214.00","25,746,928.00","1,483,000.00","274,000.00",--,"954,939.00","14,372,683.00","43,954,393.00","104,022,862.00","82,859,000.00","79,726,000.00","81,412,000.00","63,454,000.00","60,030,000.00","57,015,000.00","59,981,000.00","61,169,000.00"
VAH,Virgin Australia Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , ,--,58.58%,26.36%,43.69%,18.58%,29.02%,10.56%,-20.22%,1.93%,-4.28%,8.40%,-7.00%,-7.94%,0.32%
VAH,Virgin Australia Holdings Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , , , , ,"388,297,000.00","914,567,000.00","1,362,316,000.00","2,543,025,000.00","1,389,179,000.00","2,161,400,000.00","2,321,700,000.00","2,600,300,000.00","2,976,100,000.00","3,268,300,000.00","3,913,500,000.00","3,987,800,000.00","4,303,200,000.00","4,706,000,000.00"
VAH,Virgin Australia Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , ,"34,764,000.00","107,799,000.00","158,519,000.00","168,167,000.00","84,499,000.00","215,800,000.00","97,700,000.00","-160,000,000.00","21,300,000.00","-67,800,000.00","22,800,000.00","-98,100,000.00","-355,600,000.00","-93,800,000.00"
VAH,Virgin Australia Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , ,--,"184,018,000.00","601,470,000.00","769,802,000.00","606,240,000.00","743,500,000.00","925,300,000.00","577,100,000.00","933,300,000.00","926,300,000.00","929,700,000.00","1,040,100,000.00","1,048,100,000.00","1,020,800,000.00"
VAH,Virgin Australia Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , ,--,"609,708,000.00","1,456,915,000.00","2,084,420,000.00","1,915,785,000.00","2,305,700,000.00","3,337,900,000.00","3,366,900,000.00","3,871,900,000.00","3,841,300,000.00","3,995,200,000.00","4,426,000,000.00","4,679,300,000.00","5,779,600,000.00"
VKI,Viking Industries Limited,Annual Ratio Analysis - ROE,-48.84%,-34.23%,-60.29%,14.14%,37.81%,32.17%,4.29%,-42.32%,2.09%,34.75%,-27.26%,0.56%,-12.22%,-9.73%,13.43%,3.91%,-9.38%,-2.85%, , , , , , , , 
VKI,Viking Industries Limited,Annual Profit and Loss - Operating Revenue,"18,284,000.00","15,819,000.00","17,714,000.00","21,365,000.00","33,454,000.00","46,273,000.00","31,179,520.00","7,538,601.00","13,261,924.00","23,745,288.00","23,736,369.00",0.00,"1,901,533.00","4,066,483.00","6,011,167.00","26,347,755.00","30,653,401.00","41,229,825.00", , , , , , , , 
VKI,Viking Industries Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-1,416,000.00","-751,000.00","-788,000.00","209,000.00","1,449,000.00","1,637,000.00","496,657.00","-1,487,770.00","84,518.00","1,687,890.00","6,581,642.00","6,460,838.00","1,279,471.00","1,570,113.00","1,880,212.00","2,682,676.00","2,678,347.00","-2,257,227.00", , , , , , , , 
VKI,Viking Industries Limited,Annual Balance Sheet - Total Equity,"2,899,000.00","2,194,000.00","1,307,000.00","1,478,000.00","3,832,000.00","5,340,000.00","5,189,164.00","3,515,755.00","4,042,627.00","4,856,930.00","11,626,608.00","1,887,453.00","11,119,797.00","12,917,519.00","13,996,232.00","20,285,222.00","32,164,274.00","73,794,882.00", , , , , , , , 
VKI,Viking Industries Limited,Annual Balance Sheet - Total Assets,"12,443,000.00","8,935,000.00","10,450,000.00","10,660,000.00","14,806,000.00","19,015,000.00","14,937,742.00","8,945,365.00","11,793,050.00","12,089,001.00","25,516,366.00","9,547,422.00","18,669,345.00","23,076,796.00","26,228,218.00","47,371,359.00","106,902,222.00","135,026,187.00", , , , , , , , 
WWA,Wridgways Australia Limited,Annual Ratio Analysis - ROE, , , , , , , , , ,69.24%,56.64%,39.40%,39.47%,30.31%,30.59%,30.22%,36.04%,41.65%,44.07%,38.81%,34.53%, , , , , 
WWA,Wridgways Australia Limited,Annual Profit and Loss - Operating Revenue, , , , , , , , , ,"62,402,886.00","67,155,359.00","67,528,657.00","70,309,866.00","71,001,228.00","82,438,725.00","90,629,817.00","102,732,724.00","112,946,865.00","118,356,425.00","123,929,073.00","116,088,089.00", , , , , 
WWA,Wridgways Australia Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , ,"1,964,145.00","2,034,000.00","2,126,000.00","2,579,553.00","2,216,587.00","2,517,468.00","2,871,178.00","4,336,218.00","5,848,707.00","7,030,286.00","6,665,924.00","6,192,135.00", , , , , 
WWA,Wridgways Australia Limited,Annual Balance Sheet - Total Equity, , , , , , , , , ,"2,836,892.00","3,590,817.00","5,396,605.00","6,536,158.00","7,312,745.00","8,230,213.00","9,501,391.00","12,033,014.00","14,041,721.00","15,952,007.00","17,177,931.00","17,930,066.00", , , , , 
WWA,Wridgways Australia Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,"20,734,365.00","21,152,248.00","20,371,229.00","21,117,095.00","21,732,646.00","23,075,864.00","26,474,695.00","28,962,089.00","35,093,725.00","38,086,969.00","38,794,441.00","38,709,823.00", , , , , 
