ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CM8,Crowd Mobile Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-2,436,000.00","-3,918,561.00","-4,565,958.00","-696,204.00","-288,392.00","-384,446.00","-515,121.00","1,344,570.00","-774,577.00","384,904.00","-27,729,004.00","-1,043,658.00","-4,847,826.00","-1,645,363.00","-550,345.00","-3,958,532.00"
CM8,Crowd Mobile Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CM8,Crowd Mobile Limited,Annual Ratio Analysis - Net Profit Margin,-50.20%,-63.77%,-66.37%,-10.51%,0.77%,-7.00%,-6.21%,26.78%,2.32%,1.42%,-3.69%,-4.34%,"-33,494.44%",--,--,-1.23%
CM8,Crowd Mobile Limited,Annual Ratio Analysis - ROE,-45.75%,-102.05%,-442.97%,-147.16%,21.10%,-241.05%,-37.40%,22.19%,2.35%,1.35%,-15.47%,-18.18%,-437.78%,156.51%,48.61%,-5.96%
CM8,Crowd Mobile Limited,Annual Ratio Analysis - Market Cap.($),"5,780,000.00","8,925,183.75","4,074,074.55","9,910,033.75","8,465,565.62","1,277,642.39","3,673,228.24","51,405,706.26","14,514,095.63","1,122,728.86","1,762,488.94","1,155,145.34","622,001.34","715,301.54","204,371.87","17,465,576.26"
CTD,Corporate Travel Management Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , ,"30,018,000.00","38,231,000.00","53,009,000.00","72,985,000.00","132,884,000.00","235,911,000.00"
CTD,Corporate Travel Management Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,"31,547,000.00","46,465,000.00","65,960,000.00","78,763,000.00","110,222,000.00","197,822,000.00"
CTD,Corporate Travel Management Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , ,"5,619,000.00","12,530,000.00","17,501,000.00","20,998,000.00","28,862,000.00","49,095,000.00"
CTD,Corporate Travel Management Limited,Annual Profit and Loss - EBIT, , , , , , , , , , ,"4,976,000.00","11,673,000.00","16,101,000.00","18,919,000.00","25,263,000.00","41,555,000.00"
CTD,Corporate Travel Management Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , ,"3,317,000.00","8,268,000.00","11,798,000.00","12,394,000.00","16,579,000.00","29,094,000.00"
CTD,Corporate Travel Management Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , ,--,--,--,--,--,--
CTD,Corporate Travel Management Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , ,10.51%,18.31%,17.43%,14.86%,15.88%,14.16%
CTD,Corporate Travel Management Limited,Annual Ratio Analysis - ROE, , , , , , , , , , ,11.05%,22.15%,21.38%,16.02%,13.95%,12.44%
CTD,Corporate Travel Management Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , ,0.00,"137,221,500.00","144,921,104.00","320,132,854.40","577,098,698.46","1,000,001,500.36"
CWN,Crown Resorts Limited,Annual Balance Sheet - Total Equity, , , , , , , ,"5,865,284,000.00","4,298,131,000.00","3,436,330,000.00","3,419,305,000.00","3,260,360,000.00","3,374,750,000.00","3,652,601,000.00","3,981,661,000.00","4,609,000,000.00"
CWN,Crown Resorts Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,"1,908,707,000.00","2,028,141,000.00","2,195,068,000.00","2,341,603,000.00","2,408,451,000.00","2,797,774,000.00","2,881,951,000.00","3,077,556,000.00","3,465,001,000.00"
CWN,Crown Resorts Limited,Annual Profit and Loss - EBITDA, , , , , , , ,"552,954,000.00","564,986,000.00","583,519,000.00","623,453,000.00","669,294,000.00","940,140,000.00","895,620,000.00","1,100,010,000.00","900,146,000.00"
CWN,Crown Resorts Limited,Annual Profit and Loss - EBIT, , , , , , , ,"430,310,000.00","432,176,000.00","435,535,000.00","460,335,000.00","473,691,000.00","721,880,000.00","657,493,000.00","855,079,000.00","637,269,000.00"
CWN,Crown Resorts Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , ,"1,980,231,000.00","3,563,219,000.00","-1,197,904,000.00","292,293,000.00","335,855,000.00","513,325,000.00","395,787,000.00","655,763,000.00","378,307,000.00"
CWN,Crown Resorts Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , ,--,--,--,--,--,--,--,--,--
CWN,Crown Resorts Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , ,18.10%,18.25%,12.79%,12.54%,13.99%,18.38%,17.06%,20.80%,13.00%
CWN,Crown Resorts Limited,Annual Ratio Analysis - ROE, , , , , , , ,5.89%,8.61%,8.17%,8.55%,10.30%,15.21%,13.44%,16.07%,9.87%
CWN,Crown Resorts Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , ,0.00,"6,407,098,633.25","5,513,525,724.95","5,892,722,817.45","6,772,460,072.05","6,184,066,630.65","8,820,853,580.35","11,013,320,077.20","8,886,409,057.00"
DDT,DataDot Technology Limited,Annual Balance Sheet - Total Equity, , , , ,"4,736,000.00","2,310,991.00","2,725,994.00","10,398,936.00","11,373,071.00","2,251,569.00","3,171,361.00","7,840,332.00","6,301,396.00","5,904,244.00","7,230,675.00","9,600,934.00"
DDT,DataDot Technology Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,"6,636,173.00","9,452,371.00","11,950,890.00","13,186,333.00","9,540,851.00","10,099,996.00","8,037,563.00","7,082,896.00","7,660,580.00","7,584,813.00","7,520,517.00"
DDT,DataDot Technology Limited,Annual Profit and Loss - EBITDA, , , , ,0.00,"-1,217,605.00","-823,077.00","-1,572,592.00","1,081,374.00","-1,162,933.00","1,472,106.00","-188,517.00","-1,289,311.00","366,027.00","-845,826.00","-279,228.00"
DDT,DataDot Technology Limited,Annual Profit and Loss - EBIT, , , , ,0.00,"-1,673,066.00","-1,318,969.00","-2,021,096.00","610,858.00","-1,551,669.00","1,183,166.00","-538,904.00","-1,710,752.00","-69,734.00","-1,313,724.00","-936,696.00"
DDT,DataDot Technology Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,0.00,"-2,680,658.00","-1,430,100.00","-2,023,452.00","1,305,436.00","-10,985,322.00","931,326.00","-583,399.00","-1,652,638.00","-166,821.00","-1,285,755.00","-867,354.00"
DDT,DataDot Technology Limited,Annual Profit and Loss - Total Operating Income (ban, , , , ,--,--,--,--,--,--,--,--,--,--,--,--
DDT,DataDot Technology Limited,Annual Ratio Analysis - Net Profit Margin, , , , ,--,-32.96%,-16.68%,-18.61%,8.13%,-35.93%,11.74%,-6.92%,-13.32%,-2.60%,-19.26%,-13.59%
DDT,DataDot Technology Limited,Annual Ratio Analysis - ROE, , , , ,0.00%,-71.69%,-52.46%,-21.68%,9.40%,-128.47%,35.76%,-6.17%,-13.88%,-2.72%,-17.78%,-9.03%
DDT,DataDot Technology Limited,Annual Ratio Analysis - Market Cap.($), , , , ,0.00,"33,548,521.24","60,382,986.84","50,856,343.20","24,680,284.20","5,848,479.47","9,632,789.71","15,186,425.60","7,593,212.80","8,173,613.60","13,328,191.80","14,287,598.59"
DIG,Asia Pacific Digital Limited,Annual Balance Sheet - Total Equity,"3,048,408.00","2,190,806.00","2,135,889.00","1,509,170.00","6,575,611.00","3,657,981.00","1,384,388.00","-3,230,663.00","11,839,955.00","16,735,000.00","15,756,000.00","22,872,000.00","6,705,000.00","6,080,000.00","11,873,000.00","12,144,000.00"
DIG,Asia Pacific Digital Limited,Annual Profit and Loss - Total Revenue Excluding Int,"1,258,615.00","2,097,243.00","2,198,608.00","2,079,049.00","1,420,519.00","1,214,867.00","3,143,277.00","8,269,339.00","38,074,802.00","30,836,000.00","7,281,000.00","19,018,000.00","23,861,000.00","29,856,000.00","35,291,000.00","55,515,000.00"
DIG,Asia Pacific Digital Limited,Annual Profit and Loss - EBITDA,"-667,878.00","-272,540.00","57,281.00","-1,023,983.00","-1,656,948.00","-2,652,784.00","-3,032,294.00","-3,836,485.00","-23,233,703.00","4,932,000.00","1,317,000.00","1,948,000.00","-13,721,000.00","1,164,000.00","1,191,000.00","-1,251,000.00"
DIG,Asia Pacific Digital Limited,Annual Profit and Loss - EBIT,"-801,337.00","-427,611.00","-78,764.00","-1,235,045.00","-1,897,750.00","-2,995,310.00","-3,106,464.00","-4,851,380.00","-26,817,496.00","-1,590,000.00","-788,000.00","1,430,000.00","-14,657,000.00","16,000.00","-275,000.00","-3,134,000.00"
DIG,Asia Pacific Digital Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-770,293.00","-857,602.00","-54,917.00","-1,237,969.00","-1,819,374.00","-2,917,630.00","-4,390,401.00","-6,554,893.00","-27,102,264.00","-2,554,000.00","-1,025,000.00","670,000.00","-16,060,000.00","-378,000.00","-1,257,000.00","-7,577,000.00"
DIG,Asia Pacific Digital Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DIG,Asia Pacific Digital Limited,Annual Ratio Analysis - Net Profit Margin,-61.65%,-23.71%,-2.50%,-63.29%,-132.32%,-240.72%,-114.89%,-65.26%,-71.18%,-8.28%,-27.44%,4.64%,-65.07%,-0.74%,-2.08%,-6.47%
DIG,Asia Pacific Digital Limited,Annual Ratio Analysis - ROE,-25.27%,-19.52%,-2.57%,-82.03%,-27.67%,-79.76%,-224.63%,167.04%,-228.91%,-15.26%,-12.68%,3.86%,-231.56%,-3.65%,-6.17%,-29.18%
DIG,Asia Pacific Digital Limited,Annual Ratio Analysis - Market Cap.($),"3,318,144.48","2,949,461.76","1,204,363.55","1,227,653.92","5,135,391.11","3,012,490.98","3,800,000.00","28,899,860.04","10,341,807.53","5,946,539.31","7,318,817.62","13,592,075.74","9,214,444.32","4,198,133.78","35,514,748.34","32,990,626.76"
DLC,Delecta Limited,Annual Balance Sheet - Total Equity,"29,835,017.00","26,907,071.00","32,648,000.00","21,555,000.00","24,379,000.00","22,195,000.00","22,105,000.00","18,130,000.00","15,160,000.00","14,293,000.00","14,740,000.00","14,200,000.00","14,918,000.00","13,729,000.00","10,914,000.00","9,486,000.00"
DLC,Delecta Limited,Annual Profit and Loss - Total Revenue Excluding Int,"6,683,860.00","26,859,897.00","117,102,000.00","83,726,000.00","40,009,000.00","38,122,000.00","40,898,000.00","39,522,000.00","38,538,000.00","34,768,000.00","23,474,000.00","22,017,000.00","23,290,000.00","22,648,000.00","18,999,000.00","17,463,000.00"
DLC,Delecta Limited,Annual Profit and Loss - EBITDA,"-5,941,061.00","-8,433,585.00","14,082,000.00","5,114,000.00","4,599,000.00","2,285,000.00","2,078,000.00","-680,000.00","-994,000.00","366,000.00","-116,000.00","-480,000.00","698,000.00","-953,000.00","-2,451,000.00","-1,380,000.00"
DLC,Delecta Limited,Annual Profit and Loss - EBIT,"-7,835,256.00","-13,121,819.00","7,259,000.00","-401,000.00","2,105,000.00","-531,000.00","-681,000.00","-2,133,000.00","-2,441,000.00","-677,000.00","-678,000.00","-868,000.00","410,000.00","-1,240,000.00","-2,741,000.00","-1,584,000.00"
DLC,Delecta Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"-15,036,050.00","-17,365,162.00","5,716,000.00","-9,500,000.00","2,820,000.00","-2,186,000.00","-384,000.00","1,403,000.00","-2,577,000.00","-847,000.00","-2,208,000.00","-699,000.00","664,000.00","-1,109,000.00","-2,651,000.00","-2,041,000.00"
DLC,Delecta Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,Delecta Limited,Annual Ratio Analysis - Net Profit Margin,-110.41%,-47.10%,4.89%,0.42%,4.52%,0.33%,-0.95%,-6.45%,-7.27%,-1.77%,-2.73%,-3.63%,2.96%,-5.01%,-14.28%,-9.15%
DLC,Delecta Limited,Annual Ratio Analysis - ROE,-24.31%,-47.02%,17.51%,1.61%,7.42%,0.56%,-1.74%,-13.90%,-17.00%,-4.20%,-4.24%,-5.40%,4.45%,-8.08%,-24.29%,-16.34%
DLC,Delecta Limited,Annual Ratio Analysis - Market Cap.($),"174,507,443.72","48,851,337.60","112,968,718.20","16,182,005.58","24,428,026.72","10,993,173.26","9,479,692.37","6,442,727.09","2,454,372.22","2,454,372.22","5,530,052.41","6,275,966.00","3,167,481.02","1,900,488.62","5,067,969.64","1,900,488.62"
DMP,Domino's Pizza Enterprises Limited,Annual Balance Sheet - Total Equity, , , , , ,"46,147,000.00","56,439,000.00","67,154,000.00","79,254,000.00","94,905,000.00","100,347,000.00","104,916,000.00","117,041,000.00","102,582,000.00","259,389,000.00","305,056,000.00"
DMP,Domino's Pizza Enterprises Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,"150,496,000.00","174,545,000.00","232,811,000.00","230,279,000.00","239,006,000.00","236,826,000.00","246,438,000.00","266,263,000.00","297,352,000.00","591,743,000.00","708,119,000.00"
DMP,Domino's Pizza Enterprises Limited,Annual Profit and Loss - EBITDA, , , , , ,"17,333,000.00","23,711,000.00","21,419,000.00","24,412,000.00","26,624,000.00","31,109,000.00","37,731,000.00","46,339,000.00","54,860,000.00","94,390,000.00","127,009,000.00"
DMP,Domino's Pizza Enterprises Limited,Annual Profit and Loss - EBIT, , , , , ,"11,165,000.00","17,761,000.00","14,628,000.00","18,214,000.00","20,175,000.00","23,105,000.00","29,033,000.00","36,310,000.00","42,068,000.00","72,678,000.00","99,529,000.00"
DMP,Domino's Pizza Enterprises Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , ,"6,757,000.00","13,044,000.00","9,129,000.00","11,834,000.00","15,353,000.00","17,814,000.00","21,435,000.00","26,936,000.00","28,657,000.00","45,296,000.00","68,421,000.00"
DMP,Domino's Pizza Enterprises Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , ,--,--,--,--,--,--,--,--,--,--,--
DMP,Domino's Pizza Enterprises Limited,Annual Ratio Analysis - Net Profit Margin, , , , , ,6.73%,10.20%,4.48%,6.13%,7.84%,9.20%,10.66%,12.48%,12.45%,9.50%,11.16%
DMP,Domino's Pizza Enterprises Limited,Annual Ratio Analysis - ROE, , , , , ,14.64%,23.11%,13.59%,14.93%,16.18%,17.75%,20.43%,23.01%,29.69%,17.62%,21.00%
DMP,Domino's Pizza Enterprises Limited,Annual Ratio Analysis - Market Cap.($), , , , , ,"142,200,000.00","234,195,000.00","217,601,335.95","232,722,698.67","216,924,807.33","357,105,310.02","413,866,427.70","702,491,723.70","784,052,168.58","1,844,128,038.58","3,089,353,988.37"
DNA,Donaco International Limited,Annual Balance Sheet - Total Equity, , , , ,"34,328,000.00","31,622,754.00","16,979,310.00","10,777,759.00","6,855,756.00","2,537,149.00","520,889.00","23,228.00","572,492.00","52,002,457.00","149,236,463.00","277,371,050.00"
DNA,Donaco International Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,"63,000.00","572,299.00","1,067,960.00","1,288,728.00","1,079,523.00","1,418,105.00","1,656,081.00","1,567,651.00","1,349,238.00","17,793,531.00","20,287,285.00","16,643,324.00"
DNA,Donaco International Limited,Annual Profit and Loss - EBITDA, , , , ,"-1,914,000.00","-2,655,692.00","-4,534,555.00","-4,813,635.00","-3,361,936.00","-1,482,951.00","-2,732,919.00","-1,225,423.00","-1,469,749.00","11,027,589.00","8,917,020.00","-699,749.00"
DNA,Donaco International Limited,Annual Profit and Loss - EBIT, , , , ,"-1,992,000.00","-2,768,496.00","-4,881,572.00","-5,666,118.00","-3,530,309.00","-2,703,194.00","-3,067,824.00","-1,253,494.00","-1,490,169.00","10,835,712.00","8,646,867.00","-5,556,869.00"
DNA,Donaco International Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"-2,004,000.00","-2,144,114.00","-15,015,023.00","-6,335,423.00","-4,211,885.00","-5,145,758.00","-3,049,998.00","-1,029,197.00","-1,287,657.00","9,043,236.00","8,270,082.00","-3,000,401.00"
DNA,Donaco International Limited,Annual Profit and Loss - Total Operating Income (ban, , , , ,--,--,--,--,--,--,--,--,--,--,--,--
DNA,Donaco International Limited,Annual Ratio Analysis - Net Profit Margin, , , , ,"-3,180.95%",-374.65%,-359.09%,-375.35%,-316.83%,-188.98%,-184.17%,-65.65%,-95.44%,44.83%,25.90%,-30.05%
DNA,Donaco International Limited,Annual Ratio Analysis - ROE, , , , ,-5.84%,-6.78%,-22.59%,-44.88%,-49.89%,-105.63%,-585.54%,"-4,430.85%",-224.92%,14.52%,3.53%,-1.86%
DNA,Donaco International Limited,Annual Ratio Analysis - Market Cap.($), , , , ,0.00,"90,000,000.00","30,634,000.00","19,822,000.00","7,643,446.30","4,913,644.05","6,688,023.06","7,273,893.13","5,370,615.20","124,526,165.16","414,254,367.90","512,643,076.50"
DSH,DSHE Holdings Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"116,500,000.00","166,940,000.00","169,147,000.00"
DSH,DSHE Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , ,--,"1,228,302,000.00","1,320,207,000.00"
DSH,DSHE Holdings Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , ,0.00,"66,191,000.00","71,907,000.00"
DSH,DSHE Holdings Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , ,0.00,"53,344,000.00","57,058,000.00"
DSH,DSHE Holdings Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,0.00,"19,826,000.00","37,905,000.00"
DSH,DSHE Holdings Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , ,--,--,--
DSH,DSHE Holdings Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , ,--,3.43%,2.87%
DSH,DSHE Holdings Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,0.00%,25.25%,22.41%
DSH,DSHE Holdings Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , ,0.00,"463,562,273.44","491,943,637.12"
DVI,Disruptive Investment Group Limited ,Annual Balance Sheet - Total Equity, , , , ,"4,441,001.00","4,498,855.00","-481,346.00","7,241,619.00","21,012,920.00","35,316,292.00","4,715,255.00","-32,109,368.00","-32,771,150.00","983,594.00","1,884,754.00","5,477,827.00"
DVI,Disruptive Investment Group Limited ,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,"6,841,398.00","9,234,989.00","11,776,575.00","40,793,813.00","54,154,988.00","61,582,565.00","4,435,739.00",398.00,"6,819.00","375,735.00","994,358.00"
DVI,Disruptive Investment Group Limited ,Annual Profit and Loss - EBITDA, , , , ,0.00,"525,975.00","-2,652,956.00","1,551,099.00","9,376,180.00","8,785,794.00","-10,881,470.00","29,959.00","-663,463.00","-649,074.00","-1,077,860.00","-992,367.00"
DVI,Disruptive Investment Group Limited ,Annual Profit and Loss - EBIT, , , , ,0.00,"400,945.00","-2,688,635.00","1,455,189.00","8,418,723.00","7,589,463.00","-11,893,611.00","-55,426.00","-663,463.00","-649,074.00","-1,080,107.00","-992,575.00"
DVI,Disruptive Investment Group Limited ,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,0.00,"134,051.00","-2,717,368.00","1,986,740.00","5,705,343.00","2,944,327.00","-35,194,959.00","-29,791,438.00","-661,783.00","31,697,552.00","-1,039,802.00","-108,580.00"
DVI,Disruptive Investment Group Limited ,Annual Profit and Loss - Total Operating Income (ban, , , , ,--,--,--,--,--,--,--,--,--,--,--,--
DVI,Disruptive Investment Group Limited ,Annual Ratio Analysis - Net Profit Margin, , , , ,--,4.51%,-29.78%,17.56%,17.83%,9.89%,-13.84%,-6.06%,--,--,-276.74%,-891.93%
DVI,Disruptive Investment Group Limited ,Annual Ratio Analysis - ROE, , , , ,0.00%,6.48%,564.54%,27.44%,27.15%,12.56%,-169.48%,0.82%,2.02%,-64.32%,-55.17%,-17.78%
DVI,Disruptive Investment Group Limited ,Annual Ratio Analysis - Market Cap.($), , , , ,0.00,"6,588,000.00","2,440,000.00","25,451,044.08","42,368,408.66","23,101,267.18","5,188,223.55","3,593,850.27","3,593,850.27","4,647,435.76","5,549,936.71","10,468,364.98"
E88,Ensogo Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , ,"79,891,536.00","40,273,157.00","15,158,364.00"
E88,Ensogo Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , ,"1,434,204.00","65,101,483.00","59,928,295.00"
E88,Ensogo Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , ,"-542,865.00","-15,656,747.00","-24,182,627.00"
E88,Ensogo Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , ,"-555,572.00","-22,892,314.00","-30,961,096.00"
E88,Ensogo Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , ,"-555,572.00","-67,377,639.00","-79,757,415.00"
E88,Ensogo Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , ,--,--,--
E88,Ensogo Limited,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , ,-38.74%,-30.28%,-54.90%
E88,Ensogo Limited,Annual Ratio Analysis - ROE, , , , , , , , , , , , , ,-0.70%,-47.45%,-200.85%
E88,Ensogo Limited,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , ,"118,570,662.21","34,511,656.55","78,890,653.80"
EBG,Eumundi Group Limited,Annual Balance Sheet - Total Equity,"4,371,383.00","4,895,372.00","5,006,735.00","5,191,780.00","12,590,000.00","18,222,000.00","23,238,000.00","27,279,000.00","26,131,000.00","20,026,000.00","12,553,000.00","17,520,000.00","17,693,000.00","16,912,000.00","25,982,000.00","28,626,000.00"
EBG,Eumundi Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"10,668,694.00","12,915,454.00","10,783,120.00","12,080,568.00","14,909,000.00","21,591,000.00","18,864,000.00","17,462,000.00","20,377,000.00","22,406,000.00","19,944,000.00","19,982,000.00","21,005,000.00","20,572,000.00","26,019,000.00","23,792,000.00"
EBG,Eumundi Group Limited,Annual Profit and Loss - EBITDA,"907,982.00","720,001.00","525,478.00","573,089.00","247,000.00","3,588,000.00","7,671,000.00","4,930,000.00","5,681,000.00","3,148,000.00","3,894,000.00","3,234,000.00","1,627,000.00","658,000.00","6,371,000.00","4,788,000.00"
EBG,Eumundi Group Limited,Annual Profit and Loss - EBIT,"644,887.00","432,472.00","228,677.00","283,554.00","-92,000.00","3,295,000.00","7,393,000.00","4,636,000.00","5,095,000.00","2,538,000.00","3,366,000.00","2,910,000.00","1,240,000.00","251,000.00","5,858,000.00","3,999,000.00"
EBG,Eumundi Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma,"592,000.00","523,989.00","111,363.00","185,045.00","-836,000.00","1,647,000.00","4,211,000.00","2,427,000.00","1,863,000.00","-4,228,000.00","-3,482,000.00","1,854,000.00","178,000.00","-1,285,000.00","3,166,000.00","2,298,000.00"
EBG,Eumundi Group Limited,Annual Profit and Loss - Total Operating Income (ban,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EBG,Eumundi Group Limited,Annual Ratio Analysis - Net Profit Margin,3.94%,2.64%,1.08%,1.58%,-6.11%,6.55%,38.02%,19.85%,13.65%,11.36%,16.66%,-3.27%,-10.20%,-8.01%,16.48%,12.08%
EBG,Eumundi Group Limited,Annual Ratio Analysis - ROE,8.97%,6.62%,2.22%,3.56%,-6.64%,4.82%,18.12%,8.90%,7.16%,10.26%,20.17%,-2.53%,-8.23%,-7.60%,12.19%,7.85%
EBG,Eumundi Group Limited,Annual Ratio Analysis - Market Cap.($),"3,643,248.26","3,472,470.14","4,041,728.53","4,838,689.09","9,909,582.17","14,758,031.58","18,552,953.98","26,564,456.84","15,969,340.12","5,748,962.44","3,548,742.25","7,239,434.19","7,807,232.95","7,097,484.50","15,772,178.95","18,065,560.37"
EGG,Enero Group Limited,Annual Balance Sheet - Total Equity, , , , ,"61,148,632.00","83,370,000.00","101,900,000.00","181,176,000.00","189,650,000.00","264,705,000.00","266,193,000.00","298,432,000.00","171,741,000.00","99,138,000.00","103,505,000.00","115,518,000.00"
EGG,Enero Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,"34,107,227.00","80,711,000.00","169,816,000.00","309,005,000.00","575,767,000.00","654,688,000.00","588,051,000.00","538,754,000.00","334,919,000.00","248,080,000.00","213,001,000.00","212,538,000.00"
EGG,Enero Group Limited,Annual Profit and Loss - EBITDA, , , , ,"5,592,949.00","18,308,000.00","28,061,000.00","45,054,000.00","78,244,000.00","89,305,000.00","47,896,000.00","-41,029,000.00","63,873,000.00","3,569,000.00","8,972,000.00","9,202,000.00"
EGG,Enero Group Limited,Annual Profit and Loss - EBIT, , , , ,"3,640,375.00","11,220,000.00","23,172,000.00","35,349,000.00","61,311,000.00","68,749,000.00","26,800,000.00","-56,325,000.00","57,279,000.00","-1,314,000.00","4,181,000.00","4,977,000.00"
EGG,Enero Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , ,"2,043,667.00","4,335,000.00","12,867,000.00","17,531,000.00","22,646,000.00","22,401,000.00","-88,107,000.00","-59,738,000.00","-142,626,000.00","-82,174,000.00","-1,453,000.00","-1,615,000.00"
EGG,Enero Group Limited,Annual Profit and Loss - Total Operating Income (ban, , , , ,--,--,--,--,--,--,--,--,--,--,--,--
EGG,Enero Group Limited,Annual Ratio Analysis - Net Profit Margin, , , , ,3.86%,5.69%,7.45%,5.29%,3.77%,3.92%,0.45%,-16.62%,12.11%,-1.82%,0.01%,0.72%
EGG,Enero Group Limited,Annual Ratio Analysis - ROE, , , , ,2.22%,5.71%,12.87%,9.09%,11.55%,9.75%,0.99%,-30.02%,23.71%,-4.62%,0.02%,1.35%
EGG,Enero Group Limited,Annual Ratio Analysis - Market Cap.($), , , , ,"100,525,095.60","169,176,381.00","258,841,981.72","456,369,027.90","228,236,319.62","168,658,280.60","191,189,457.90","61,635,474.64","42,802,477.00","29,105,684.36","91,597,300.78","66,771,864.12"
ENN,Elanor Investor Group,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"67,600,000.00","97,437,000.00"
ENN,Elanor Investor Group,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,--
ENN,Elanor Investor Group,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,--,--
ENN,Elanor Investor Group,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,--,--
ENN,Elanor Investor Group,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"2,720,000.00"
ENN,Elanor Investor Group,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
ENN,Elanor Investor Group,Annual Ratio Analysis - Net Profit Margin, , , , , , , , , , , , , , ,--,5.33%
ENN,Elanor Investor Group,Annual Ratio Analysis - ROE, , , , , , , , , , , , , , ,0.00%,2.79%
ENN,Elanor Investor Group,Annual Ratio Analysis - Market Cap.($), , , , , , , , , , , , , , ,0.00,"120,096,078.40"
EVO,Evolve Education Group Limited,Annual Balance Sheet - Total Equity, , , , , , , , , , , , , , ,"133,501,342.00","148,868,000.00"
EVO,Evolve Education Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,"33,458,000.00"
EVO,Evolve Education Group Limited,Annual Profit and Loss - EBITDA, , , , , , , , , , , , , , ,0.00,"693,000.00"
EVO,Evolve Education Group Limited,Annual Profit and Loss - EBIT, , , , , , , , , , , , , , ,0.00,"254,000.00"
EVO,Evolve Education Group Limited,Annual Profit and Loss - Reported NPAT After Abnorma, , , , , , , , , , , , , , ,0.00,"-8,058,000.00"
EVO,Evolve Education Group Limited,Annual Profit and Loss - Total Operating Income (ban, , , , , , , , , , , , , , ,--,--
